text,label,label_id
my card stopped working after multiple transactions. why?,14,14
what is the fee on my card payment?,15,15
a payment on my statement is wrong.,16,16
can i use my account even though the identity verification has not passed yet?,74,74
i would appreciate that someone let me know when there is an extra charge for payments. i was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before.,15,15
"hi, i just looked at my card transactions and saw that i've been charged twice for a restaurant i went to this week. can you remove the double charge, please?",63,63
am i able to change my pin at any cash machines?,21,21
i think something went wrong with my card delivery as i haven't received it yet.,11,11
"hello, i just checked my statement and there seems to be a payment from my card that i have never seen before.",16,16
is there a fee to top up by bank transfers?,56,56
am i able to top up with this cheque i received?,58,58
top up cancellation,61,61
what countries do you support?,24,24
i placed my order a week ago. is it ok that my card isn't here yet?,12,12
too many times i entered the incorrect pin. how can i get my account unblocked?,49,49
is there a way to see my money's source?,70,70
what can i and can't do with the disposable cards?,29,29
where can i see money source?,70,70
why couldn't i do a transfer to a beneficiary?,7,7
can i get a new card?,43,43
can you tell me your exchange rates?,32,32
how much would it cost me for a bank transfer to top up my account?,56,56
"i put in a payment a while ago and it has still not cleared and is showing up as pending, how long does it take to clear?",45,45
tell me how to go about activating my new card?,0,0
i purchased something overseas and the incorrect exchange rate was applied.,17,17
"i'm pretty frustrated about a pound charge that keeps showing up in my account statement. it's listed in the app as pending, it never changes, and now i'm thinking someone's hacked my account!",34,34
"when exchanging currencies, is there an extra fee?",31,31
"hello, i made a payment with my card and it's not working. it's been a while and still says its pending. can you tell when this will go through?",45,45
where will i find my card?,43,43
can i get a full list of instructions for identity checks?,69,69
can you give me a virtual card?,40,40
is exchanging currencies one of your app services?,33,33
does the fee for exchange change?,17,17
do i have to topup with my credit card before i can transfer?,62,62
can i change my details because i moved?,30,30
how can i add money to my account if you don't accept cash,58,58
wheres my pin,38,38
please provide details on how to top up my account using transfer option,65,65
my transaction is on the wrong account.,8,8
how come my transfer declined,27,27
is it possible for a person who lives in the us to get a card?,24,24
why was the price higher when i paid with my card?,15,15
how long does it take for a top up to be approved?,47,47
is there a reason my new card hasn't arrived yet?,11,11
how can i verify the topup card?,71,71
i recently bought something in foreign currency and i am unsure of the exchange rate. is this rate applied correctly?,17,17
why would you decline my card?,25,25
may i choose when it's delivered?,12,12
what does a pending transaction mean?,45,45
why can i not take out cash?,26,26
i need your help in deleting my account.,55,55
what amount can i topup?,60,60
can i transfer using swift?,56,56
i would like for someone to tell me which fiat currencies that your company supports.,36,36
"i received my new card and tried using it today, just to have it show declined over and over again. why is this happening?",25,25
did my transfer fail?,35,35
can you unblock my pin after too many wrong pin attempts?,49,49
can i transfer my payroll to the bank?,50,50
"i need you to stop the transfer i just started as soon as possible, i just realized it's not correct!",8,8
why did you charge a fee when i withdrew from an atm?,19,19
i tried making an update to my balance using cheque just yesterday but it doesn't appear to have worked. should this not be a faster process? i need you to please check over my account because something has went wrong.,6,6
i can't find the autotop up option.,4,4
